annee,id_eleve,taille_famille,monoparental,pcs_parent,diplome_parent,revenu_mensuel,logement,origine_migratoire,aspiration_famille,implication_parents,opinion_ecole,score_math,score_fr,redoublement,orientation,aspiration_eleve
CE1,786,5,0,cadre,bac+3,3046,maison,aucune,BAC+3,1,2,243.35510294023277,228.9045334454326,0,general,BAC
CE1,787,6,0,profession_intermediaire,bac,3264,appartement,aucune,BAC+5,1,1,219.42097065640522,221.04451266286216,0,general,BAC
CE1,788,3,0,employe,bac+3,482,appartement,aucune,BAC+3,5,3,205.492838906902,228.4578497968142,0,general,CAP
CE1,789,3,0,employe,brevet,3655,maison,aucune,BAC,1,1,207.47967061368868,214.49283122939266,0,general,CAP
CE1,790,3,0,ouvrier,bac,2775,appartement,aucune,BAC,5,2,225.9907204809708,191.95169210916984,0,general,CAP
CE1,791,5,0,ouvrier,bac,3842,appartement,un_parent,BAC+5,5,2,176.3139422100889,218.0221402713025,0,general,CAP
CE1,792,6,0,cadre,brevet,1859,maison,deux_parents,BAC,5,2,218.9425016995109,247.99229582652129,0,general,BAC
CE1,793,3,0,employe,bac,2837,maison,aucune,CAP,2,4,224.3101340508768,234.43579317914384,0,general,BAC
CE1,794,4,0,profession_intermediaire,bac+5,2655,appartement,aucune,CAP,2,5,191.1043333919419,227.0538013231443,0,general,CAP
CE1,795,2,0,profession_intermediaire,bac+5,3735,logement_social,aucune,BAC+5,3,4,191.25138421696684,208.81964116798787,1,general,CAP
CE1,796,5,0,profession_intermediaire,bac+5,2047,maison,aucune,BAC+3,3,5,202.71418792229625,207.8754204093014,0,general,CAP
CE1,797,4,0,cadre,brevet,2427,appartement,deux_parents,BAC+3,1,5,221.47625126972056,233.50041742674503,0,general,BAC
CE1,798,4,0,cadre,bac,1834,appartement,aucune,BAC+5,2,2,182.5943476596832,230.28978965949958,0,general,CAP
CE1,799,4,1,employe,bac+5,2344,maison,deux_parents,BAC,5,4,238.9522309839152,227.27435707052047,0,general,BAC
CE1,800,3,0,employe,bac+3,2764,maison,aucune,CAP,5,2,195.0381227494987,209.73772102741012,0,general,CAP
CE1,801,5,0,cadre,bac,2457,appartement,aucune,BAC+3,2,4,236.03803471215005,229.81830339497384,0,general,BAC
CE1,802,5,0,profession_intermediaire,bac+3,2143,logement_social,aucune,BAC,5,1,224.49348209887003,193.8672452921779,0,general,CAP
CE1,803,3,0,employe,bac,3524,logement_social,aucune,CAP,5,5,200.13141296951122,214.70153513032176,0,general,CAP
CE1,804,4,1,employe,bac+5,2282,appartement,aucune,BAC+5,1,3,199.01054406243304,205.0214044452257,0,general,CAP
CE1,805,2,0,cadre,bac,1207,logement_social,aucune,BAC+5,3,4,226.71180865083176,254.1412234682478,0,general,BAC+3
CE1,806,5,0,employe,bac,1802,maison,aucune,BAC+5,5,3,195.71132360932276,250.23573959930093,0,general,BAC
CE1,807,2,0,employe,bac+3,2374,logement_social,aucune,CAP,3,1,208.81857600016772,227.02113432781906,0,general,CAP
CE1,808,2,1,employe,bac,1331,appartement,aucune,CAP,2,3,210.97052202932275,215.59274167793703,0,general,CAP
CE1,809,5,1,cadre,bac+3,2336,maison,un_parent,CAP,4,3,217.4276017359082,218.435881164268,0,general,CAP
CE1,810,4,0,employe,brevet,2425,maison,deux_parents,CAP,1,2,196.72396930674392,202.1110140757778,0,general,CAP
CE1,811,6,0,profession_intermediaire,brevet,1440,logement_social,aucune,BAC+3,5,1,196.35359792877256,213.02653107292923,0,general,CAP
CE1,812,3,0,cadre,bac,2548,maison,aucune,BAC+5,1,5,222.22539086317065,211.55431992260355,0,general,CAP
CE1,813,6,0,employe,bac+5,2531,logement_social,aucune,BAC,4,2,205.35639026442558,219.05554751884517,0,general,CAP
CE1,814,3,0,ouvrier,bac+3,3252,maison,aucune,BAC+3,1,3,210.0469833346813,197.1178427920205,0,general,CAP
CE1,815,5,0,profession_intermediaire,bac+3,2543,appartement,aucune,BAC+3,5,2,215.95268423941036,232.6629736462213,0,general,BAC
CE1,816,3,1,employe,bac+3,2138,maison,aucune,CAP,1,3,215.5608681660697,238.52546510617907,0,general,BAC
CE1,817,3,0,employe,bac,2809,maison,aucune,BAC+3,1,4,208.6048061765585,203.04664508376433,0,general,CAP
CE1,818,5,0,profession_intermediaire,bac,2932,maison,un_parent,CAP,1,2,214.62135922395515,211.22150758030142,1,general,CAP
CE1,819,5,0,ouvrier,bac,2168,appartement,aucune,BAC+5,5,2,177.47063387700868,202.407420006275,0,general,CAP
CE1,820,2,0,ouvrier,bac+5,2001,maison,aucune,BAC+5,5,4,212.39556273598436,193.47871360903076,0,general,CAP
CE1,821,4,0,cadre,bac+5,2242,logement_social,aucune,BAC+3,4,1,235.02945093700401,220.28854989611264,0,general,BAC
CE1,822,2,0,employe,bac+5,1899,appartement,aucune,BAC+5,4,1,218.2131250367523,212.31248563027685,1,general,CAP
CE1,823,4,0,employe,brevet,1553,maison,aucune,CAP,3,2,199.0705805518641,219.1195840759552,0,general,CAP
CE1,824,4,0,cadre,bac+5,2902,logement_social,aucune,BAC+3,3,4,212.17690017793754,246.24302107005056,0,general,BAC
CE1,825,4,0,cadre,bac,2299,appartement,aucune,BAC,2,2,236.5737336246743,234.3342749920031,0,general,BAC
CE1,827,3,0,profession_intermediaire,bac,4211,maison,aucune,BAC+3,4,3,212.27583340542373,218.7866262670312,0,general,CAP
CE1,828,2,0,cadre,brevet,2485,maison,aucune,BAC+5,2,1,221.91644845251164,214.41239196127512,0,general,CAP
CE1,829,6,0,profession_intermediaire,bac,1704,logement_social,aucune,CAP,3,3,231.76220848725313,226.69378542385383,0,general,BAC
CE1,830,4,0,cadre,brevet,2065,maison,aucune,BAC+3,5,1,243.67348420516933,228.40355013328278,0,general,BAC
CE1,831,4,0,cadre,bac,2451,appartement,aucune,BAC,2,2,235.01577083961743,234.5436895816583,0,general,BAC
CE1,832,4,1,profession_intermediaire,bac+3,2352,maison,aucune,BAC+5,5,4,197.67408800363535,213.09676754589051,0,general,CAP
CE1,833,4,0,ouvrier,bac+3,1226,appartement,un_parent,CAP,4,4,193.87534582194832,202.80811013674628,1,general,CAP
CE1,834,2,0,cadre,bac,2623,appartement,aucune,BAC+3,2,2,231.97580881477643,220.0242900076237,0,general,BAC
CE1,835,4,0,profession_intermediaire,bac+3,2738,appartement,aucune,BAC,1,1,217.06129300081977,222.77361793938445,0,general,CAP
CE1,837,3,0,cadre,bac,974,maison,aucune,BAC+5,1,1,218.9475919067625,232.78694182087,1,general,BAC
CE1,838,6,1,cadre,bac+3,3015,maison,aucune,BAC+3,5,4,240.8405165729865,243.94151171738028,0,general,BAC+3
CE1,839,6,0,employe,bac,3166,logement_social,aucune,BAC+5,4,2,201.66977267048273,222.21740177955795,0,general,CAP
CE1,840,3,0,ouvrier,brevet,2720,maison,aucune,BAC,3,4,194.37424820537032,218.9552644073279,0,general,CAP
CE1,841,6,0,ouvrier,brevet,3021,logement_social,un_parent,BAC+3,1,4,202.41399887197318,198.553701922856,0,general,CAP
CE1,842,3,0,ouvrier,bac,1508,appartement,aucune,BAC+5,5,1,189.6587644177817,207.8556962327365,0,general,CAP
CE1,843,4,0,profession_intermediaire,bac,3134,maison,aucune,BAC+5,2,3,207.2497530757362,211.87939322041612,0,general,CAP
CE1,844,2,0,employe,bac,2432,maison,aucune,BAC+5,2,5,200.21267777598337,226.05493033825206,0,general,CAP
CE1,845,4,0,employe,bac+5,2487,appartement,deux_parents,BAC+3,2,1,193.82407545732266,219.2908074178027,0,general,CAP
CE1,846,4,0,employe,bac+5,3848,appartement,aucune,CAP,3,2,215.81249963465817,227.50448844978098,0,general,BAC
CE1,847,6,1,ouvrier,bac+5,2269,appartement,un_parent,BAC+5,3,2,190.2657627256104,217.21995495820735,0,general,CAP
CE1,848,6,0,cadre,bac+3,3328,appartement,aucune,BAC+5,5,2,222.23761398362748,231.4979966182121,0,general,BAC
CE1,849,3,1,profession_intermediaire,bac,894,maison,aucune,BAC+5,4,3,206.80125708238248,228.13460650135903,0,general,CAP
CE1,850,5,1,ouvrier,bac+5,2175,appartement,aucune,CAP,1,4,187.9536138598357,193.53506281469782,1,general,CAP
CE1,851,4,0,profession_intermediaire,brevet,2630,maison,aucune,BAC,1,5,211.07402666079406,209.89009658611604,0,general,CAP
CE1,852,6,0,profession_intermediaire,bac,1267,logement_social,aucune,CAP,4,2,220.38493728381758,224.57899153205864,0,general,BAC
CE1,853,2,0,employe,brevet,3282,logement_social,aucune,BAC+3,3,3,244.35449782152776,232.93890802362003,0,general,BAC
CE1,854,2,1,employe,brevet,3987,maison,aucune,BAC+3,5,5,221.07652448853543,202.04133739870662,0,general,CAP
CE1,855,6,0,cadre,bac+3,2007,appartement,aucune,BAC,2,3,227.95887643753147,232.96181186926867,0,general,BAC
CE1,856,4,0,ouvrier,bac+5,2805,logement_social,aucune,CAP,4,2,203.64019465828318,213.66351237681695,1,general,CAP
CE1,857,3,0,cadre,brevet,1540,appartement,aucune,BAC+3,3,4,214.57463615349306,210.86853923441214,1,general,CAP
CE1,858,6,0,cadre,bac+5,4131,appartement,aucune,BAC,2,5,206.3426962722451,217.69039301856856,0,general,CAP
CE1,859,5,0,profession_intermediaire,brevet,3107,appartement,aucune,BAC+5,5,1,208.14793042181967,190.58748450516364,0,general,CAP
CE1,860,2,0,employe,brevet,2141,maison,un_parent,BAC,1,4,216.97368505624542,223.0656812735354,0,general,BAC
CE1,861,6,0,employe,bac,1762,maison,aucune,BAC,5,5,235.36405710334452,227.21560355058162,0,general,BAC
CE1,862,6,1,profession_intermediaire,bac+3,2344,appartement,aucune,BAC+3,2,3,200.97539059218025,248.71087370368105,0,general,BAC
CE1,863,2,0,ouvrier,bac+5,2322,maison,aucune,BAC+5,1,2,211.04330201215345,197.01767176972658,0,general,CAP
CE1,864,2,0,ouvrier,brevet,2820,appartement,aucune,CAP,1,4,171.75407393108932,226.06209875645834,0,general,CAP
CE1,865,6,0,employe,bac,1686,logement_social,un_parent,BAC+3,5,1,207.71144103725925,214.33780898029568,0,general,CAP
CE1,866,5,0,profession_intermediaire,bac,2517,appartement,aucune,BAC+3,3,4,209.25116104329402,235.6406618511119,0,general,BAC
CE1,867,6,0,cadre,bac,275,maison,aucune,CAP,5,4,221.15134143627103,213.64277631811868,0,general,CAP
CE1,868,5,0,profession_intermediaire,bac,3459,maison,aucune,CAP,1,2,223.5057043275287,231.20876359743463,0,general,BAC
CE1,869,6,0,employe,bac+5,2263,appartement,aucune,BAC,2,1,235.80431119226566,228.0562059193535,0,general,BAC
CE1,870,6,0,employe,bac+5,2489,logement_social,aucune,BAC+3,3,3,224.41483184365387,220.20625778681193,0,general,BAC
CE1,871,2,0,cadre,bac+5,3211,logement_social,aucune,BAC+3,5,4,192.27982474728296,218.67074189775266,0,general,CAP
CE1,872,3,0,profession_intermediaire,brevet,1895,maison,aucune,BAC,1,1,204.92142336575463,230.68032602590847,0,general,CAP
CE1,873,6,0,employe,bac+5,2084,maison,aucune,CAP,5,3,207.70609501739477,206.11722651235445,0,general,CAP
CE1,874,2,0,employe,brevet,1997,maison,aucune,BAC+5,5,5,229.52669211873157,221.51721024154756,0,general,BAC
CE1,875,6,0,profession_intermediaire,brevet,1459,logement_social,aucune,CAP,3,5,178.54611252572388,228.79440416073152,0,general,CAP
CE1,876,5,0,employe,bac+3,3311,logement_social,deux_parents,BAC+3,1,3,201.98257858279632,213.39058838850366,0,general,CAP
CE1,877,4,0,cadre,bac+5,2407,maison,aucune,BAC,5,5,220.80391288859803,216.65426999845437,0,general,CAP
CE1,878,5,0,cadre,bac+3,1984,maison,aucune,BAC,1,1,223.27938791098592,218.66723125514315,0,general,BAC
CE1,879,4,1,cadre,bac+3,2979,appartement,aucune,CAP,1,3,224.73805286861804,237.3810291579746,0,general,BAC
CE1,880,2,0,cadre,bac+5,1784,maison,aucune,BAC,4,3,219.2870323585512,215.57730522843335,0,general,CAP
CE1,881,2,0,profession_intermediaire,brevet,1613,logement_social,aucune,BAC+5,3,4,217.25639591304665,217.8962479725143,0,general,CAP
CE1,883,6,1,ouvrier,brevet,2516,appartement,un_parent,CAP,2,1,203.9097755298902,220.79377435865158,0,general,CAP
CE1,884,2,1,employe,bac+5,1804,maison,aucune,BAC+3,3,3,194.61617668900573,232.43457128674547,0,general,CAP
CE1,885,5,0,ouvrier,brevet,3024,appartement,aucune,BAC+5,2,5,187.3054448744314,240.4449575482364,0,general,CAP
CE1,886,6,0,profession_intermediaire,bac+5,1497,maison,aucune,BAC+3,1,1,198.60514760323434,221.59715669499678,1,general,CAP
CE1,887,3,0,profession_intermediaire,bac,2708,logement_social,un_parent,BAC+5,5,4,203.24094431119875,216.4786535139447,0,general,CAP
CE1,888,2,1,profession_intermediaire,bac+5,3050,appartement,aucune,BAC+3,4,3,202.96367953041906,210.71199069334392,0,general,CAP
CE1,889,5,0,cadre,bac+5,1425,appartement,aucune,BAC+3,3,5,214.06102232046143,241.96037277361594,0,general,BAC
CE1,890,6,0,ouvrier,bac+5,863,appartement,un_parent,CAP,5,3,188.52474686896733,184.19511406263288,1,general,CAP
CE1,891,4,0,employe,brevet,3828,appartement,un_parent,BAC,3,5,201.91439970056862,216.38711206610006,0,general,CAP
CE1,892,2,1,cadre,bac+3,1959,maison,aucune,CAP,3,2,231.3774954574692,216.59547522073643,0,general,BAC
CE1,893,5,1,employe,bac,2178,maison,aucune,BAC,1,2,198.44137687067953,202.2270188971503,0,general,CAP
CE1,894,5,1,employe,bac+3,3336,appartement,aucune,CAP,2,3,200.42000248810595,210.02784292366482,0,general,CAP
CE1,895,2,0,ouvrier,bac+3,3148,logement_social,aucune,CAP,1,5,187.5478998929494,206.84147936598143,1,general,CAP
CE1,896,2,0,cadre,bac+3,2138,appartement,un_parent,CAP,2,3,213.77712922174308,225.62499658123588,0,general,CAP
CE1,897,4,0,cadre,bac+5,1226,appartement,un_parent,CAP,5,5,222.80746090549292,222.51274525882363,0,general,BAC
CE1,898,5,0,ouvrier,bac+5,2122,appartement,aucune,BAC+5,1,2,208.59317485163822,216.0596327046969,0,general,CAP
CE1,899,6,1,ouvrier,bac+5,2750,appartement,un_parent,BAC+3,5,3,218.79282435489228,214.26238824811276,0,general,CAP
CE1,901,2,1,profession_intermediaire,brevet,3341,maison,aucune,BAC+5,5,1,216.82045154144814,218.59106665983023,0,general,CAP
CE1,902,6,0,employe,bac+3,2807,appartement,un_parent,BAC+5,4,4,201.1426599114568,203.39944585076404,1,general,CAP
CE1,903,4,0,profession_intermediaire,brevet,2054,appartement,aucune,BAC+5,3,3,214.756355565148,233.76389142862735,1,general,BAC
CE1,904,5,0,ouvrier,brevet,4447,maison,aucune,BAC,3,3,188.62464330134787,218.2787813368352,0,general,CAP
CE1,905,4,0,cadre,bac+5,2713,maison,deux_parents,CAP,5,5,246.0140541787287,233.20652406805377,0,general,BAC
CE1,906,3,0,profession_intermediaire,brevet,4318,appartement,deux_parents,CAP,3,3,227.0417442793611,206.99185773226606,0,general,CAP
CE1,907,3,0,ouvrier,bac+5,2537,appartement,aucune,BAC+3,3,1,175.64261573316813,215.03350749884575,0,general,CAP
CE1,908,5,1,cadre,bac+3,2275,maison,aucune,BAC+3,5,5,248.18168310508733,219.45911746920635,0,general,BAC
CE1,909,4,0,ouvrier,bac+3,3638,maison,un_parent,BAC+5,4,4,193.618096691643,173.37085115451055,0,general,CAP
CE1,910,3,0,cadre,brevet,3320,maison,aucune,BAC,2,2,213.13006602296113,220.48982495350066,0,general,CAP
CE1,912,5,0,cadre,brevet,1364,appartement,aucune,BAC+5,3,2,216.3495779414044,234.56173963378941,0,general,BAC
CE1,913,6,0,cadre,brevet,1077,maison,aucune,BAC+3,1,4,219.40283529802056,208.84590392299526,0,general,CAP
CE1,914,6,0,profession_intermediaire,bac,2951,maison,deux_parents,BAC,5,2,200.259344693394,227.73773833045544,0,general,CAP
CE1,915,2,1,cadre,brevet,2308,maison,aucune,BAC,1,3,210.632752796868,231.95896886832233,0,general,BAC
CE1,916,6,0,cadre,bac,3159,maison,aucune,BAC+5,1,2,228.54350002211626,238.68514073648586,0,general,BAC
CE1,917,4,0,profession_intermediaire,brevet,3031,logement_social,aucune,BAC+3,1,4,229.11603528263316,228.2941047580283,0,general,BAC
CE1,918,3,0,profession_intermediaire,bac,1897,maison,aucune,BAC+3,3,3,220.44910095739553,226.856104096263,0,general,BAC
CE1,919,2,1,ouvrier,brevet,1204,maison,un_parent,BAC+3,2,1,193.14881467873755,196.84800162795796,0,general,CAP
CE1,920,2,0,employe,brevet,3976,appartement,aucune,BAC+3,2,3,202.9685027464062,229.94234344585206,0,general,CAP
CE1,921,4,0,ouvrier,brevet,2962,maison,aucune,CAP,3,2,195.5962858079455,196.73357608888716,0,general,CAP
CE1,922,3,0,profession_intermediaire,brevet,4352,maison,aucune,BAC+5,5,4,212.0713176086884,213.13141725463933,0,general,CAP
CE1,923,3,1,profession_intermediaire,bac+5,2919,logement_social,aucune,BAC+5,2,1,209.0192100577427,227.94759316623237,1,general,CAP
CE1,924,4,0,ouvrier,bac+5,2395,maison,deux_parents,BAC+5,3,5,191.7808149774009,212.4674711576601,0,general,CAP
CE1,925,6,0,profession_intermediaire,bac+5,2869,appartement,aucune,BAC+3,1,4,215.64199584773257,215.2578056754878,0,general,CAP
CE1,926,6,0,profession_intermediaire,bac+3,2573,appartement,aucune,BAC+5,5,1,210.87532643180603,242.75168879690975,0,general,BAC
CE1,927,6,0,ouvrier,brevet,863,maison,aucune,BAC,5,5,186.94884024621317,216.32535543966262,0,general,CAP
CE1,928,5,0,ouvrier,bac+5,3335,maison,aucune,BAC+3,1,2,200.1687997041237,206.00554039255695,0,general,CAP
CE1,929,2,0,profession_intermediaire,bac,1985,logement_social,un_parent,BAC,4,1,217.9570863595002,248.19143889045031,0,general,BAC
CE1,930,3,0,employe,bac,2349,appartement,aucune,BAC+5,5,5,206.56757472088066,215.15188118252453,0,general,CAP
CE1,931,5,0,employe,bac,2763,appartement,aucune,BAC+3,4,4,194.92086362211785,208.4207090946017,1,general,CAP
CE1,932,6,0,cadre,bac,2540,appartement,deux_parents,BAC+5,2,3,214.56186162920494,226.8621613599904,0,general,BAC
CE1,933,3,0,employe,brevet,2882,maison,aucune,BAC+5,1,4,205.65324795101273,220.43120593297698,0,general,CAP
CE1,934,5,0,profession_intermediaire,bac+3,2287,maison,aucune,BAC+3,1,2,222.78611831623954,211.6927005407595,0,general,CAP
CE1,935,2,0,cadre,brevet,939,appartement,aucune,BAC+3,1,3,220.52770212966925,232.111210423932,0,general,BAC
CE1,936,6,1,employe,brevet,2884,maison,deux_parents,BAC,4,3,207.45344363629866,202.55034804149966,0,general,CAP
CE1,939,3,0,employe,bac,2341,maison,aucune,BAC+5,3,5,216.76937433166853,233.85041350582415,0,general,BAC
CE1,940,6,1,employe,brevet,2299,maison,aucune,BAC+5,5,2,216.54392151075862,202.00524525143322,0,general,CAP
CE1,941,5,1,profession_intermediaire,bac,3319,appartement,aucune,BAC+5,2,3,212.03298319165907,213.95613512989158,0,general,CAP
CE1,942,2,0,profession_intermediaire,bac+3,2878,maison,un_parent,CAP,4,1,204.95440011332371,197.38041097614143,0,general,CAP
CE1,943,3,0,employe,bac,2581,appartement,aucune,BAC+5,5,3,208.2909291218631,240.69156157625537,0,general,BAC
CE1,944,3,0,profession_intermediaire,brevet,2693,maison,aucune,BAC+3,3,5,215.05061107153176,221.35588357345037,0,general,CAP
CE1,945,3,0,profession_intermediaire,bac+3,3455,appartement,aucune,BAC+3,5,1,222.3493607728163,226.00423534609507,0,general,BAC
CE1,946,6,0,cadre,bac+5,3317,maison,aucune,BAC+3,4,3,230.2843563738127,229.87013415451875,0,general,BAC
CE1,947,6,0,cadre,bac,1273,appartement,aucune,CAP,3,2,215.30289548082146,224.91842073590135,1,general,BAC
CE1,948,4,0,cadre,bac+3,3343,appartement,aucune,BAC+5,3,3,225.01800676690823,241.30758769405662,0,general,BAC
CE1,950,3,0,profession_intermediaire,bac+3,2241,maison,aucune,BAC+5,1,3,200.28332334167123,216.79895713979715,0,general,CAP
CE1,951,4,0,ouvrier,bac+3,2450,logement_social,aucune,BAC,1,3,196.23356680119167,218.82926885010016,0,general,CAP
CE1,952,4,1,employe,bac+5,3196,appartement,un_parent,BAC+5,5,5,201.51237155968522,212.4911110441625,0,general,CAP
CE1,953,4,0,profession_intermediaire,brevet,3013,appartement,aucune,BAC+5,5,1,203.32194426908643,194.44387394401843,0,general,CAP
CE1,954,5,0,employe,bac+3,3454,appartement,deux_parents,BAC+3,1,5,212.82228353906572,218.74512218204015,0,general,CAP
CE1,955,2,0,profession_intermediaire,brevet,2650,maison,un_parent,BAC,4,4,210.2531671068455,225.91507707538932,0,general,CAP
CE1,956,6,0,employe,bac+3,1617,appartement,un_parent,CAP,1,1,212.3835666750476,217.31497442355206,0,general,CAP
CE1,957,3,1,cadre,bac+3,1778,appartement,aucune,CAP,5,5,239.39140208777067,227.61740513172734,0,general,BAC
CE1,958,2,0,cadre,bac,1997,appartement,aucune,BAC+5,3,1,214.51868618448836,226.49446140455981,0,general,BAC
CE1,959,2,0,ouvrier,bac+3,1212,maison,aucune,CAP,1,2,188.31063049695243,209.82368222338692,0,general,CAP
CE1,961,6,0,profession_intermediaire,bac+5,2671,appartement,un_parent,BAC+3,2,3,232.57799652108028,221.1766412516022,0,general,BAC
CE1,962,2,0,ouvrier,brevet,2935,appartement,aucune,BAC+3,2,5,189.77298738997098,220.3827836990684,0,general,CAP
CE1,963,3,0,employe,bac+5,2915,appartement,aucune,CAP,3,4,216.393139347742,221.80719509062595,0,general,CAP
CE1,964,5,0,profession_intermediaire,bac+5,3522,appartement,deux_parents,CAP,1,3,211.30131331630082,213.18869562961228,0,general,CAP
CE1,965,3,0,profession_intermediaire,bac+5,1931,maison,un_parent,CAP,1,3,204.09507979013836,234.07626746317635,0,general,CAP
CE1,966,6,0,profession_intermediaire,bac+3,2915,appartement,aucune,BAC,4,2,213.68290013070416,210.87462558651845,0,general,CAP
CE1,967,3,0,employe,bac,2890,maison,aucune,BAC,1,5,192.468966063518,219.42243886027538,0,general,CAP
CE1,968,3,0,cadre,brevet,891,appartement,un_parent,BAC+5,1,1,236.1621197556415,223.2231611164071,0,general,BAC
CE1,969,6,0,employe,bac+5,2901,maison,un_parent,BAC+5,3,3,211.99376595979066,221.97920603112496,0,general,CAP
CE1,970,5,0,cadre,bac+5,2189,appartement,aucune,BAC+5,1,3,232.4663422167925,259.3569233616203,0,general,BAC+3
CE1,971,4,0,profession_intermediaire,bac+3,2454,logement_social,aucune,BAC,2,4,201.67378548356584,220.63889280129123,0,general,CAP
CE1,972,6,0,employe,bac+3,2778,appartement,aucune,BAC+5,1,2,202.5183748465602,209.05904309305888,0,general,CAP
CE1,973,4,1,profession_intermediaire,bac+5,2565,appartement,aucune,BAC+3,2,4,196.19350927295685,204.19196277171082,0,general,CAP
CE1,974,5,1,profession_intermediaire,brevet,2487,appartement,aucune,BAC+3,5,4,223.57954541491665,202.07798578572442,0,general,CAP
CE1,975,2,0,profession_intermediaire,brevet,2725,logement_social,aucune,BAC+3,3,4,193.43100930694516,218.07171768950363,1,general,CAP
CE1,976,5,0,employe,bac+3,1692,maison,aucune,CAP,3,2,215.12148740805685,223.98789704572408,0,general,CAP
CE1,977,3,0,cadre,brevet,2040,maison,aucune,BAC+5,4,1,237.4739778781924,245.34409468615624,0,general,BAC+3
CE1,978,2,0,profession_intermediaire,brevet,3136,appartement,aucune,BAC,1,5,201.12152394138712,211.661076232298,0,general,CAP
CE1,979,6,0,ouvrier,bac+5,2517,appartement,deux_parents,CAP,4,3,191.17259416754683,198.1618815214875,0,general,CAP
CE1,980,4,0,cadre,bac,3930,maison,aucune,BAC+3,5,1,217.81715765253847,254.44645105685765,0,general,BAC
CE1,981,5,0,employe,bac+3,3462,logement_social,un_parent,BAC,4,4,196.6604878725007,205.9479084536772,0,general,CAP
CE1,982,5,0,employe,brevet,2888,logement_social,aucune,CAP,4,3,208.76428558747057,214.26807288877862,0,general,CAP
CE1,983,2,0,cadre,brevet,2040,logement_social,aucune,BAC+3,2,3,237.37546354361905,239.896054478001,0,general,BAC
CE1,984,5,0,cadre,bac+3,2653,maison,un_parent,BAC+5,2,1,220.41598078467575,227.08472392186079,0,general,BAC
CE1,985,5,0,cadre,bac,2218,appartement,aucune,BAC,1,3,209.00798966151768,224.49058377722992,0,general,CAP
CE1,986,4,0,cadre,bac+5,3617,appartement,aucune,CAP,5,4,238.48785469745144,228.51367755691473,0,general,BAC
CE1,987,2,0,profession_intermediaire,bac,4462,logement_social,aucune,BAC+3,5,2,213.82326452410803,224.31264496890086,0,general,CAP
CE1,988,6,0,ouvrier,bac+5,3422,maison,aucune,BAC+5,2,2,178.8951142234126,215.73243478850404,0,general,CAP
CE1,989,5,0,cadre,bac+5,1302,appartement,aucune,BAC+5,2,2,221.74578455854618,208.03543725315765,0,general,CAP
CE1,990,4,1,profession_intermediaire,bac,2498,maison,aucune,BAC,4,3,222.66758999623818,214.08282316879203,0,general,CAP
CE1,991,5,0,cadre,bac+5,1912,appartement,aucune,BAC+5,2,4,231.67591438695803,205.83167989320634,1,general,CAP
CE1,992,5,0,profession_intermediaire,bac,2332,maison,aucune,CAP,1,4,207.20872950592846,230.78690036630462,0,general,CAP
CE1,993,5,0,profession_intermediaire,bac+5,2556,maison,aucune,BAC+5,2,4,233.0516299994104,227.89809474089753,0,general,BAC
CE1,994,4,0,employe,bac+5,2465,logement_social,un_parent,BAC+5,4,4,201.2921018595897,213.5274405762134,0,general,CAP
CE1,995,4,1,employe,bac+5,3503,appartement,aucune,BAC,4,4,212.6599345221976,219.48495162589876,0,general,CAP
CE1,996,4,0,ouvrier,bac+5,3660,maison,aucune,BAC+5,1,3,175.06688479173584,227.51408294227846,0,general,CAP
CE1,997,5,0,cadre,brevet,2792,appartement,deux_parents,BAC+3,2,3,213.91001054565592,232.38068415369105,0,general,BAC
CE1,998,4,1,profession_intermediaire,bac,3106,appartement,deux_parents,BAC+5,5,1,193.99427994089658,228.62682410786473,0,general,CAP
CE1,999,4,0,ouvrier,bac+3,1934,appartement,un_parent,BAC,1,2,182.41149733901162,214.25756571035603,0,general,CAP
CE1,1000,3,1,employe,bac+5,2266,appartement,aucune,BAC+5,5,5,207.16374198679344,212.53059359898532,0,general,CAP
CE2,1,4,1,employe,bac+5,3147,logement_social,aucune,BAC+5,3,1,186.45335741298868,211.7006865747472,0,professionnel,CAP
CE2,3,3,0,employe,bac+3,1263,logement_social,un_parent,BAC+5,5,1,203.6953955981866,220.79761464019248,0,general,CAP
CE2,4,3,0,ouvrier,bac+5,3318,appartement,aucune,BAC+5,5,5,199.9932585050745,188.23353612192116,0,general,CAP
CE2,5,4,0,ouvrier,brevet,2300,logement_social,aucune,BAC+5,4,2,204.69225913490448,206.21679177277537,0,technologique,CAP
CE2,6,6,0,ouvrier,bac+3,1463,logement_social,deux_parents,CAP,1,2,190.79749742935488,210.37869688655374,0,general,CAP
CE2,7,5,0,employe,bac+5,2608,appartement,aucune,BAC,3,3,233.84466361042334,218.33352022763495,0,general,BAC
CE2,8,2,0,employe,bac,2997,maison,aucune,BAC,1,2,231.76551830964561,219.70096945679182,0,general,BAC
CE2,9,3,0,profession_intermediaire,bac+5,1690,appartement,aucune,BAC+5,1,2,214.44091742339398,212.70762099732704,0,general,CAP
CE2,10,4,0,cadre,bac,2369,appartement,un_parent,BAC+5,5,1,228.83781793465383,215.22324938242775,1,general,BAC
CE2,11,6,1,profession_intermediaire,bac+5,3273,logement_social,un_parent,BAC+5,5,2,207.27479460675877,205.01847975012325,1,general,CAP
CE2,12,4,0,employe,bac+5,2778,maison,aucune,BAC,2,2,235.6664677330291,220.56343926941616,0,general,BAC
